Mship No,Company Name,Address,Name,Ph (Off),Email,Business Sector(s),Business Speciality
NEW-1234,STARMER ENGINEERING WORKS BUND ROAD,,,7358560,,INDUSTRIAL MACHINERY,TEXTILE MACHINERY
NEW-1235,TAJ FOUNDRY WORKS OUT SIDE SARAI SULTAN,,,"7668092, 7636860",,INDUSTRIAL MACHINERY,FLOUR MILL MACHINE PARTS
NEW-1236,TAYYAB PRECISION NADEEM PARK BUND ROAD SHADIPURA,,,6858292,,INDUSTRIAL MACHINERY,TEXTILE MACHINERY
NEW-1237,THREE KAY ENTERPRISES,(KAUSAR ENGINEERING) MOMINPURA ROAD DAROGHAWALA,,6546197,,INDUSTRIAL MACHINERY,TEXTILE MACHINERY
NEW-1238,UNIQUE ENGINEERING WORKS (PVT) LTD,", 233-S, INDUSTRIAL ESTATE, KOT LAKHPHAT",,5116166,,INDUSTRIAL MACHINERY,BEVERAGE MACHINERY
NEW-1239,UNITED TECHNO CORPORATION SARAI SULTAN,,,7283715,,INDUSTRIAL MACHINERY,SUGAR MILLS MACHINERY
NEW-1240,UNIVERSAL ENGINEERING AND WORKSOP MAIN BUND ROAD,NEAR MUNSHI HOSPITAL,,7321977,,INDUSTRIAL MACHINERY,BORING MACHINE
NEW-1241,ZAHOOR WORKS NASIR PARK DATA ST.NO.8,BUND ROAD,,7724335,,INDUSTRIAL MACHINERY,SHOPPING BAG MACHINE
,KARCHER KK POWER (PVT.) LTD,"2ND FLOOR, 241-FF CENTRAL COMMERCIAL AREA, PHASE-4, DHA, LAHORE",MR. NADEEM KARIM - Chief Executive,042-35729330,nadeem@kkpower.com.pk,GENERAL MACHINERY,MACHINERY
,GLOBAL VILLAGE SOLUTIONS,"SUITE # 313, LANDMARK PLAZA, JAIL ROAD, LAHORE",MR. MUHAMMAD ARIF - Proprietor,042-35791037,muarif@hotmail.com,GENERAL MACHINERY,GENERAL MACHINERY & GENERAL ITEMS
,MH ENTERPRISES,"5-KM GAJJUMATAH ROHI NALA NEAR NEW SABZI MANDI, LAHORE",MIAN HAMZA SAGHEER - Partner,-,mianhamza.1@hotmail.com,GENERAL MACHINERY,"WELDING EQUIPMENT, WELDING ELECTRODE, TOOLS"
,HARRIS TRADER,"SALAMATPURA STOP, G.T. ROAD, DAROGEWALA, LAHORE",MR. SADIQ SHAH - Proprietor,-,-,GENERAL MACHINERY,GENERAL MACHINERY AND PARTS
,GHUMAN IMPEX,"472-A, REVENUE SOCIETY, LAHORE",MR. EHTISHAM ASGHAR - Proprietor,-,eghumman84@gmail.com,GENERAL MACHINERY,AGRICULTURE MACHINERY/TAWAL
,BS MACHINERY MART (PVT) LTD,"11-KAREEMIA ROAD, OPP. USMANIA MOSQUE, NEAR GATE NO. 2, BILAL MARKET, BILAL GUNJ, LAHORE",MR. MUHAMMAD AMIN - Chief Executive,-,inquiry@basmachinerymart.com,GENERAL MACHINERY,HVAC AND CNC MACHINE TOOLS SUPPLIER
,HEMMEL SEW,"SHOP # 1, ST # 40, TAGOOR PARK, LAHORE",MR. NADEEM HANIF - Managing Partner,042-35425173,hemmelsew@gmail.com,GENERAL MACHINERY,TEXTILE MACHINERY & PARTS
,ENNKAY ENTERPRISES,"PLAZA NO.39, EXECUTIVE 2ND FLOR, CCA1, DHA, PHASE 11, (RAHBAR), DEFENCE ROAD, LAHORE",MRS. SUMBAL NAEEM - Proprietor,-,sumbalnaeem82@gmail.com,GENERAL MACHINERY,MACHINERY
,ROYAL EDGE ENGINEERING COMPANY,"BAND PAR HAD BAST MOUZA BHAMAN JHUGGI, RANI CHOWK, LAHORE",MR. FAIZAN IFTIKHAR - Proprietor,"042-36109605, 042-37615281",royaledgegeengeering@gmail.com,GENERAL MACHINERY,MACHINERY AND PARTS
,RANA-K-TRADING,"GULBAHAR TOWN, NEAR ATTOCK PETROL PUMP, MAIN G.T ROAD, SALAMAT PURA TOWN, LAHORE",RANA RIAZ AHMED - Proprietor,-,ranaktrading42@gmail.com,GENERAL MACHINERY,MACHINERY
,INDUS TECHNOLOGY SOLUTIONS (PVT) LTD.,"89, BANK SQUARE MARKET, MODEL TOWN, LAHORE",MR. MUHAMMAD KAMRAN BASIT - Chief Executive,042-36366646,kamranbasittax2021@gmail.com,GENERAL MACHINERY,"CONSULTATION OF ENGINEERING, MACHINERY IMPLEMENTS"
,AL SHAQRA TRADERS,"102-C, SULTAN TOWN, RAIWIND ROAD, LAHORE",MR. ABDUL RASHEED - Proprietor,042-35963000,alshaqraesp@gmail.com,GENERAL MACHINERY,WORKSHOP MACHINERY
,ZRW TRADERS,"OFFICE # 139-E, AWAIS QARNI BLOCK, BAHRIA TOWN, LAHORE",MRS. RABIA ZUBAIR - Proprietor,-,-,GENERAL MACHINERY,MACHINERY & GENERAL GOODS ETC
,H.Z. TRADERS,"25-BABER STREET CHOWK DALGIRA 50- BRANDRETH ROAD, LAHORE",MR. ZEESHAN SIDDIQUE - Proprietor,"042-37231396, 042-37312240",saddiquezeeshan26@gamil.com,GENERAL MACHINERY,MACHINERY
,SA LOGISTICS SERVICES,"52, GENERAL BUS STAND, BADAMI BAGH, RAVI TOWN, LAHORE",CH. SHAHID - Partner,042-37701493,salogistics.pk@gmail.com,GENERAL MACHINERY,MACHINERY
,AL AQSA INTERNATIONAL,"5TH FLOOR, OFFICE # 20-B, 5TH FLOOR, GOHAR CENTRE, WAHDAT ROAD, MUSLIM TOWN, LAHORE",MR. MUSSARAT HUSSAIN SHAH - Proprietor,-,inquiry.aaico@gmail.com,GENERAL MACHINERY,INDUSTRIAL MACHINERY AND PARTS
,JFAWYA & CO.,"HOUSE NO.43, MAIN BAZAR, GANDA ENGINE, GAWAL MANDI, LAHORE",MR. MUHAMMAD WAQAS JAVED - Proprietor,042-36366218,cojfawya@gmail.com,GENERAL MACHINERY,MACHINERY & IRON SCRAP
,PRIME ENTERPRISES,"SHOP # M-33, FIRST FLOOR, LAHORE TRADE CENTRE, 97- RAILWAY ROAD, LAHORE",MR. MUHAMMAD AKRAM - Proprietor,042-37636931,-,GENERAL MACHINERY,MACHINERY
,FORTIS VENTURES (PVT) LTD.,"68 CCA, PHASE-VI, DHA, LAHORE 54810",HAFIZ ASGHAR ALI - Chief Executive,042-38921110,asghar.ali@fortisventures.org,GENERAL MACHINERY,POWER PLANTS/ENERGY SYSTEMS/HEAVEY MACHINERY
,AL REHMAN TURBO REPAIRING CENTER,"AQUIS PLAZA, OPPOSITE SUFAID MASJIDM KACHA RAHEEM ROAD, MISRI SHAH, LAHORE",MR. MUHAMMAD AQEEL - Proprietor,-,aqeelnaila49@gmail.com,GENERAL MACHINERY,TURBO REPAIRING VALVE ETC.
,PRECISION DESIGNING AND ENGINEERING,"32-B WARIS ROAD, LAHORE",MR. MUHAMMAD ALI - Proprietor,-,1987hassanali@gmail.com,GENERAL MACHINERY,MACHINERY ALL KIND
,IQRA TRADING,"G.T ROAD, OPP. ATTOCK PUMP, DAROGHAWALA, LAHORE",MR. SARMAD NAWAZ KHAN - Proprietor,-,iqratradingkor@gmail.com,GENERAL MACHINERY,MACHINERY ALL KIND
,PAK EURO AGRILINKS,"HOUSE # 22, STREET # 01, MOHALLAH CHAH MOTIYA, DATA NAGAR, BADAMI BAGH, LAHORE",MR. QAMAR HAFEEZ - Managing Partner,-,qamarhafeez04@gmail.com,GENERAL MACHINERY,ALL KINDS OF AGRICULTURAL & EARTH MOVING MACHINERY
,GLOBAL INDUSTRIAL ENTERPRISES,"MUHAMMAD ALI CHAMBER, 69-A, BRANDRETH ROAD, LAHORE",MR. ZAHID SIDDIQUE - Proprietor,042-37673968,gie_2203@yahoo.com,GENERAL MACHINERY,OTHER MACHINERY AND EQUIPMENTS
,PACIFIC TRADE IMPEX,"OFFICE NO.3, 2ND FLOOR, BIRD WOOD LUXURY APARTMENTS, 11- BIRD WOOD ROAD, LAHORE",MR. RAEES AHMAD - Proprietor,"042-37424129, 042-37466446",raees@pacifictrade.com.pk,GENERAL MACHINERY,"RAW MATERIAL, MACHINERY PARTS"
,SHZ TRADERS,"OFFICE B-1, HOTEL ROYAL GARDEN, 19- BIRD WOOD ROAD, LAHORE",SYED IRFAN HASSAN - Proprietor,042-36366333,irfanshah786@hotmail.com,GENERAL MACHINERY,MEDICAL AND INDUSTRIAL MACHINERY
,AZEEM`Z INTERNATIONAL,"PLOT# 68, TIMBER MARKET, RAVI ROAD, LAHORE",MR. KHAWAJA FAIQ IQBAL - Proprietor,-,azeemzinternational@gmail.com,GENERAL MACHINERY,USED AND NEW MACHINERY
,KING TOOLS,"SHOP NO.26, BASEMENT, QADRI CENTRE, RAILWAY ROAD, BRANDRETH ROAD, CHOWK DALGIRAN, LAHORE",MR. TARIQ SALEEM - Proprietor,042-37212177,kingtools070@gmail.com,GENERAL MACHINERY,AUTO TOOLS & MACHINERY
,UGM PAKISTAN,"239-B. SUNDAR INDUSTRIAL ESTATE, LAHORE",MR. MUHAMMAD MOIN U DIN - Proprietor,-,moinshafiq@hotmail.com,GENERAL MACHINERY,TETRA PACK MACHINES
,TOOLS & MACHINERY,"WARE HOUSE # 118, STREET # 2, SHAREEF GARDEN, MACHINERY MARKET, SALAMATPURA, LAHORE",MR. MUHAMMAD MOIEZ - Proprietor,-,moiezmughal01@gmail.com,GENERAL MACHINERY,MACHINERY
,MECH TECHNOLOGIES,"1ST FLOOR, M-17 LUCKY CENTER, JAIL ROAD, QURTABA CHOWK, LAHORE",MR. JAWAD AHMED - Proprietor,-,mechanical.jawad@gmail.com,GENERAL MACHINERY,MACHINERY
,ADIL MACHINERY HOUSE,"HOUSE NO.72, ST NO.2, GODOWN NO.2, MAIN BAZAR, ABBAS NAGAR SHAMALI, SHAHDARAH, LAHORE",MR. ADIL HUSSAIN - Proprietor,-,akashadilazhar@gmail.com,GENERAL MACHINERY,MACHINERY HOUSE
,AL-SIDDIQUE AUTOS,52-GENERAL BUS STAND BADAMI BAGH LAHORE,CH. MUHAMMAD ARSHAD ASLAM - Partner,042-37701493,alsiddiq786@yahoo.com,GENERAL MACHINERY,WORKSHOP MACHINERY
,AL-QARNI FLOW TECH INTERNATIONAL,"FLAT NO.9/3, 24-CIVIC CENTER, SHAN ARCADE, NEW GARDEN TOWN, LAHORE",MR. MUHAMMAD MANSOOR BAQIR - Proprietor,042-35883969,aft@alqarnigroup.com,GENERAL MACHINERY,Confectionary Machinery & Engineering Goods
,PACIFIC LOGISTICS SERVICES PAKISTAN,"H.NO.56/3,ST.NO.177 MADINA COLONY BEHIND SHALAMAR BAGH LAHORE",RANA SAJJAD ALI - Proprietor,"042-36834094, 042-35069107",plsp@wol.net.pk,GENERAL MACHINERY,MACHINERY
,SUNNY IMPEX,"40-N-INDUSTRIAL AREA GULBEG-II, LAHORE",MR. RASHID ABDULLAH - Proprietor,"042-35763361, 042-35763162",sny_imp@yahoo.com,GENERAL MACHINERY,MACHINERY AND PARTS FOR FLOUR MILLS
,AL-HASEEB ENGINE COMPANY,"113-A, ALI TOWN, RAIWIND ROAD, LAHORE",MR. HASSAN AZHAR - Proprietor,-,hsnazr@hotmail.com,GENERAL MACHINERY,GENERAL MACHINERY & PARTS
,SALEEM & SONS INTERNATIONAL,"PLOT NO.27-28, AL-REHMAN INDUSTRIAL ESTATE, RING ROAD, MOMANPURA, LAHORE",MR. QAISER SALEEM - Proprietor,-,sec_pl@hotmail.com,GENERAL MACHINERY,PHARMACUTICAL PACKING MACHINE & EQUIPMENTS
,METAL ENGINEERING SERVICES,"NEAR WASA DISPOSAL PUMP, SHADBAGH BUND ROAD, LAHORE",MR. MUHAMMAD ZAHID - Proprietor,042-37616354,metalengg786@gmail.com,GENERAL MACHINERY,RE-ROLLING MACHINERY
,AMIR MACHINERY STORE,"SHOP NO.2,3, MADINA MARKET, 10, DIL MUHAMMAD ROAD, LAHORE",MR. AMIR LATIF - Proprietor,042-37117301,aamirsheikh2009@hotmail.com,GENERAL MACHINERY,Machinery
,AHMAD & COMPANY,"202-TARIQ BLOCK MARKET, NEW GARDEN TOWN, LAHORE",MR. WAQAS HAMEED - Managing Partner,-,mw6038134@gmail.com,GENERAL MACHINERY,HEAVY MACHINERY
,INTELLIGENT RESOURCE INC,"67-T, GULBERG-II, M.M. ALAM ROAD, LAHORE",MR. MUHAMMAD IFTIKHAR KAMRAN - Managing Partner,042-35778791,iftikhar.kamran@outloock.com,GENERAL MACHINERY,MATCH BOC MAKING MACHINERY
,LOGA TRADERS,"23/C, ALI BLOCK, NEW GARDEN TOWN, LAHORE",MR. EHSAN ALI - Managing Partner,042-35911105,logatraders@gmail.com,GENERAL MACHINERY,"MACHINERY, GENERATORS"
,PAK JAPAN TRADING,"OFFICE NO.14/24, EDWARD ROAD, NEAR DARBAR SYED MOUJDARYA, LAHORE",MR. ASIF IQBAL - Proprietor,042-36553434,pakjapan78667@gmail.com,GENERAL MACHINERY,MACHINERY EQUIPMENT
,EIMAR INTERNATIONAL,"67-P, GULBERG-II, LAHORE",MR. NASIR NASIM - Proprietor,042-35755293,nasim.nasir@gmail.com,GENERAL MACHINERY,OIL EXPELER (MACHINARY)
,MODREN FARMERS,"C/O, MALIK SAEED FARM OPPOSITE MILLAT TRACTOR, 8-KM, SHEIKHUPURA ROAD, LAHORE",MR. BILAL AHMAD MALIK - Proprietor,042-37910825,info@modfarmers.com,GENERAL MACHINERY,AGRICULTURE MACHINERY
,COSILLA INTERNATIONAL,"M-1-13, EDEN TOWER, MAIN BOULEVARD GULBERG-III, LAHORE",MR. ZOHAIB MUSTAFA - Proprietor,042-35782392,cosilla3@gmail.com,GENERAL MACHINERY,PLASTIC PROCESS MACHINERY
,ASHFAQ & SONS TRADERS,"OFFICE NO.1, STREET NO.1, ASTANA NAQSH BANDI, DAROGHAWALA, LAHORE",MR. MUHAMMAD ASHFAQ - Proprietor,-,radeelashfaq96004@gmail.com,GENERAL MACHINERY,GENERAL MACHINERY
,STEP UP INTERNATIONAL,"AL MUSTAFA CENTER, NEAR BOHARWALA CHOWK, 6- ALLAMA IQBAL ROAD, LAHORE",MR. QASIM ALI - Proprietor,042-36360114,stepup.intl@hotmail.com,GENERAL MACHINERY,GENERAL MACHINERY
,Z.T TRADERS (PVT.) LTD.,"386-A, GHAZI CHOWK, MAIN FEROZPUR ROAD, LAHORE",MR. MUHAMMAD RAFIQ - Chief Executive,042-35824480,info@zttrader.com,GENERAL MACHINERY,GENERAL MACHINERY
,AL-ABD INTERNATIONAL,"ROOM# 13, 3rd FLOOR, LEEDS CENTER, MAIN BOULEVARD, GULBERG III LAHORE",MR. HABIB AHMED - Partner,"042-35762362, 042-35760792",alabdinternational@gmail.com,GENERAL MACHINERY,FOOD MACHINERY
,MATILA TRADERS,"809-E-1 BLOCK, JOHAR TOWN, LAHORE",MR. MUHAMMAD ZUBAIR SULEMAN - Proprietor,-,zadanji6@gmail.com,GENERAL MACHINERY,GENERAL MACHINERY
,M.H. SHAH & CO.,"57- NISHTER ROAD, LAHORE",MR. SAAD ALI - Managing Partner,"042-37665064, 042-37664489",info@mhshah.com.pk,GENERAL MACHINERY,"MACHINERY, TOOLS,DRIL MACHINE, GRANDING MACHINES"
,TRADTRON INTERNATIONAL,"12-B2, WHITE HOUSE LANE # 1, ZAMAN PARK, SUNDERDAS ROAD, LAHORE",MR. TAYYAB KAUSAR - Proprietor,042-36286119,tradtron@gmail.com,GENERAL MACHINERY,GENERAL MACHINERY AND PARTS
,SANGYO CORPORATION,"HOUSE NO. 7 BLOCK-C, IQBAL AVENUE, CANAL ROAD, PHASE III LAHORE",MR. MUHAMMAD IMRAN MAJEED - Managing Partner,-,sangyocorp@gmail.com,GENERAL MACHINERY,GENERAL MACHINERY
,E WAY,"6- RACHNA BLOCK, ALLAMA IQBAL, LAHORE",MR. JAHANZEB KHAN - Proprietor,042-37802281,jahanzeb.khan@outlook.com,GENERAL MACHINERY,MACHINERY & LUBRICANTYS
,M. TOQEER BROTHERS SEWING MACHINE,"SHOP # 3-4, CHINA PLAZA REX MARKET, 39- NICOLSON ROAD, LAHORE",MR. MUHAMMAD TOQEER - Proprietor,-,toqeersaddique.12@gmail.com,INDUSTRIAL MACHINERY,INDUSTRIAL SWING MACHINES & SPARE PARTS
,HUSNAIN IQBAL TRADERS,"68 BRANDRETH ROAD, DALGIRAN, LAHORE",MR. MUHAMMAD IQBAL - Partner,-,husnainiqbaltraders@gmail.com,INDUSTRIAL MACHINERY,"ALL INDUSTRIAL HARDWARE TOOLS, MACHINE"
,SZ BROTHERS,"OFFICE NO.7, INDUSTRIAL MARKET, QUAID-E- AZAM INTERCHANGE, RING ROAD, KOTI GHASSI, NEW BILAL GUNJ, LAHORE",MR. ZOHAIB SHAHID - Partner,-,szbrothers123@gmail.com,INDUSTRIAL MACHINERY,INDUSTRIAL MACHINERY
,DYNAMIC EQUIPMENT & CONTROLS (PVT) LTD,"PLOT NO.8, SIKKA STREET, 8-K.M- RAIWIND ROAD, LAHORE",MR. IMRAN MALIK - Chief Executive,"042-35323166, 042-35323167",imranmalik@dec.com.pk,INDUSTRIAL MACHINERY,INDUSTRIAL MACHINERY
,FAA TRADING CO.,"OFFICE 19-20, GROUND FLOOR, OHAD CENTER, 30- MALL ROAD, LAHORE",MR. FAISAL AMIL - Proprietor,"042-37243848, 042-37243849",faa_trade@yahoo.com,INDUSTRIAL MACHINERY,MACHINERY PARTS
,IMTEC,"C4-2, EDEN VALUE HOMES, THOKAR NIAZ BAIG, LAHORE",MR. MUHAMMAD IRFAN-UL-HAQ - Managing Partner,"042-37050373, 042-37511249",irfan@imtec.pk,INDUSTRIAL MACHINERY,INDUSTRIAL MACHINERY
,TECHNOTONIX,"12-JINAH PARK, MAIN MULTAN ROAD, LAHORE",MR. MUHAMMAD USMAN CH. - Managing Partner,042-35252220,technotonix@gmail.com,INDUSTRIAL MACHINERY,INDUSTRIAL MACHINERY
,COMMIT GROUP OF ENGINEERING SERVICES,"OFFICE # 402, 4TH FLOOR, GARDEN HEIGHTS, ABAIK BLOCK, GARDEN TOWN, LAHORE",MR. ABDUL RAUF - Proprietor,-,commit.group@outlook.com,INDUSTRIAL MACHINERY,MACHINERY PARTS
,ITTEFAQ AND COMPANY,"SHOP NO.9,AHMED MARKET, 44-TAGOR PARK, 89- MCLOED ROAD LAHORE",MR. HABIB-UR-REHMAN - Proprietor,042-36371036,ittefaqmachine@hotmail.com,INJUCTION MECHINERY,INDUSTRIAL SEWING MACHINERY
